"start_station_name","start_lat","start_lng","total_rides","casual_rides","casual_percentage"
"Morgan St & Lake St*",41.88549170626906,-87.65228927135468,5475,1690,30.87
"Damen Ave & Thomas St (Augusta Blvd)",41.901315,-87.677409,7199,2221,30.85
"Sheridan Rd & Montrose Ave",41.96167,-87.65464,11000,3392,30.84
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,15202,4686,30.82
"Public Rack - Hyde Park Blvd & 55th St",41.795,-87.584113,396,122,30.81
"Peoria St & Jackson Blvd",41.8776415962753,-87.64961779117584,12837,3947,30.75
"Wood St & Beach Ave",41.907655,-87.672552,9014,2770,30.73
"Halsted St & Willow St",41.913865,-87.648755,8739,2685,30.72
"Southport Ave & Grace St",41.95155,-87.66404,2682,824,30.72
"McClurg Ct & Erie St",41.894503,-87.617854,11027,3385,30.70
"North Boundary Park",42.01303,-87.70891,580,178,30.69
"Elston Ave & Cortland St",41.91643342912655,-87.66674637794495,10775,3305,30.67
"Wabash Ave & 16th St",41.860384,-87.625813,8199,2513,30.65
"Marshfield Ave & Diversey Pkwy",41.93204,-87.6697,1426,436,30.58
"Dearborn St & Adams St Corral",41.87939,-87.62988,625,191,30.56
"Halsted St & Clybourn Ave",41.909668,-87.648128,18172,5550,30.54
"California Ave & Byron St",41.95216219326,-87.698051113,2496,762,30.53
"Wells St & Huron St",41.8947953,-87.6343743,23724,7235,30.50
"Halsted St & North Branch St",41.90056,-87.65079,105,32,30.48
"N Paulina St & Lincoln Ave",41.943838,-87.671469,880,268,30.45
"Public Rack - Wacker Dr & Adams St",41.87941641,-87.63719315,309,94,30.42
"Aberdeen St & Carroll Ave",41.88819,-87.65459,8540,2596,30.40
"Wells St & Institute Pl",41.89737986072316,-87.63442039489746,7677,2332,30.38
"Sangamon St & Lake St",41.88577925240433,-87.65102460980414,9835,2987,30.37
"Clarendon Ave & Leland Ave",41.967968,-87.650001,6639,2016,30.37
"Larrabee St & Chicago Ave",41.89677,-87.6386,168,51,30.36
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,14351,4357,30.36
"Ashland Ave & Division St",41.9035529,-87.6704292,2592,787,30.36
"Dearborn St & Monroe St",41.881319815,-87.6295209193,5902,1791,30.35
"Larrabee St & Clybourn Ave",41.9066,-87.64322,3191,968,30.34
"Pine Grove Ave & Irving Park Rd",41.9543646,-87.6479285,13292,4031,30.33
"Franklin St & Chicago Ave",41.89679,-87.63564,12018,3641,30.30
"Damen Ave & Clybourn Ave",41.931931,-87.677856,1882,570,30.29
"Elston Ave & Carmen Ave",41.97354,-87.74955,324,98,30.25
"Throop St & Taylor St",41.868968,-87.659141,5067,1530,30.20
"Claremont Ave & Hirsch St",41.907781,-87.685854,2364,714,30.20
"Wells St & Walton St",41.89993001,-87.63443007,13517,4082,30.20
"Wells St & Elm St",41.903222,-87.634324,26325,7949,30.20
"Blue Island Ave & 18th St",41.857556,-87.661535,5331,1609,30.18
"Broadway & Sheridan Rd",41.952833,-87.649993,12515,3777,30.18
"Hyacinth Ave & Milwaukee Ave",41.99282,-87.78377,305,92,30.16
"Washtenaw Ave & Peterson Ave",41.99073,-87.69705,136,41,30.15
"Millard Ave & 26th St",41.84453112462163,-87.71592199802399,262,79,30.15
"Clark St & Columbia Ave",42.00445062934,-87.6724024047,2210,666,30.14
"Leavitt St & Armitage Ave",41.917805,-87.682437,5204,1568,30.13
"Dearborn St & Adams St 1",41.8793563587,-87.6297910363,4217,1270,30.12
"Clark St & Ida B Wells Dr",41.8759326655,-87.6305845355,8735,2627,30.07
"Public Rack - Milwaukee Ave & Diversey Ave",41.93123,-87.711501,193,58,30.05
"Troy St & Grace St",41.950244,-87.706489,506,152,30.04
"May St & Hubbard St",41.89008,-87.65597,4368,1311,30.01
"Public Rack - Spaulding Ave & Evergreen Ave",41.905317,-87.709521,280,84,30.00
"Broadway & Cornelia Ave",41.945529,-87.646439,17805,5329,29.93
"Clinton St & 18th St",41.85795,-87.640826,3224,965,29.93
"Sheridan Rd & Berwyn Ave",41.97828,-87.65529,3649,1092,29.93
"Harper Ave & 55th St",41.7953,-87.58833,5674,1696,29.89
"Dearborn St & Adams St",41.8793563587,-87.6297910363,5095,1521,29.85
"Financial Pl & Ida B Wells Dr",41.8750236280333,-87.6330940425396,9302,2776,29.84
"Southport Ave & Waveland Ave",41.948226,-87.6640712,16632,4962,29.83
"Lincoln Ave & Fullerton Ave",41.924161029067626,-87.64638036489487,15908,4746,29.83
"Damen Ave & St Paul Ave",41.91301,-87.67778,3418,1018,29.78
"Public Rack - Western Ave & Devon Ave",41.997579,-87.689713,131,39,29.77
"Noble St & Potomac Ave",41.905533,-87.662715,2570,764,29.73
"2112 W Peterson Ave",41.991178,-87.683593,811,241,29.72
"Merrimac Park",41.95261,-87.78535,249,74,29.72
"Damen Ave & Leland Ave",41.967081,-87.679076,6773,2008,29.65
"Clifton Ave & Armitage Ave",41.918216,-87.656936,9707,2872,29.59
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681469,3434,1015,29.56
"Damen Ave & Chicago Ave",41.8956873705344,-87.67713508286369,11095,3277,29.54
"Clark St & Drummond Pl",41.931248,-87.644336,13746,4049,29.46
"Canal St & Harrison St",41.874255,-87.639573,3304,973,29.45
"Pine Grove Ave & Waveland Ave",41.94947274088333,-87.64645278453827,16542,4872,29.45
"Sheridan Rd & Buena Ave",41.95848,-87.65507,6923,2038,29.44
"Long Ave & Diversey Ave",41.93104,-87.76124,214,63,29.44
"Ogden Ave & Race Ave",41.891795,-87.658751,6322,1860,29.42
"Leavitt St & North Ave",41.91016,-87.68232,3695,1087,29.42
"State St & Pearson St",41.897448,-87.628722,7276,2140,29.41
"Komensky Ave & 47th St",41.80769,-87.72472,157,46,29.30
"Dearborn St & Maple St",41.90192,-87.63026,10440,3055,29.26
"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,9560,2796,29.25
"Dorchester Ave & 53rd St",41.79943,-87.59227,3487,1019,29.22
"Clark St & Jarvis Ave",42.015963,-87.675005,1500,438,29.20
"Sheridan Rd & Lawrence Ave",41.969517,-87.654691,4902,1430,29.17
"Ashland Ave & Wellington Ave",41.936083,-87.669807,6133,1786,29.12
"Aberdeen St & Monroe St",41.880419,-87.655519,2514,732,29.12
"Central Park Blvd & 5th Ave",41.875679,-87.71547,237,69,29.11
"Racine Ave & 13th St",41.865054,-87.656959,1261,367,29.10
"W Washington Blvd & N Peoria St",41.883043,-87.649931,677,197,29.10
"Lake Park Ave & 56th St",41.79161,-87.58748,5514,1604,29.09
"Sedgwick St & Chicago Ave",41.89677,-87.6386,3011,876,29.09
"Racine Ave & Broadway",41.968235,-87.6596548,4854,1409,29.03
"State St & 54th St",41.796642,-87.625923,255,74,29.02
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,18518,5366,28.98
"Kedzie Ave & Chicago Ave",41.89546530305,-87.7061278837,765,221,28.89
"Leavitt St & North Ave",41.9102148,-87.6823525,2629,759,28.87
"Riverside Plaza & Adams St",41.87926,-87.63879,5681,1640,28.87
"Logan Blvd & Elston Ave",41.929465,-87.684158,4038,1165,28.85
"Lincoln Ave & Balmoral Ave",41.979461,-87.693013,1041,300,28.82
"May St & Taylor St",41.869375,-87.65544,3591,1034,28.79
"Federal St & Polk St",41.87207763285,-87.6295437729,16586,4771,28.77
"Sheridan Rd & Greenleaf Ave",42.01058656284,-87.6624120948,2267,652,28.76
"Wells St & Randolph St Corral",41.88438,-87.63396,690,198,28.70
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,21584,6184,28.65
"Leavitt St & Augusta Blvd",41.89962,-87.68194,2777,795,28.63
"Long Ave & North Ave",41.9092147,-87.7609189,126,36,28.57
"Manor Ave & Leland Ave",41.965875,-87.700825,1616,460,28.47
"Lincoln Ave & Winona St",41.97491129677,-87.6925025594,2354,669,28.42
"Paulina St & Division St",41.9035529,-87.6704292,10531,2990,28.39
"Fulton Market",41.886871,-87.648089,11408,3231,28.32
"Broadway & Waveland Ave",41.949074,-87.648636,18353,5196,28.31
"Western Ave & Grace St",41.95035,-87.68808,1774,502,28.30
"Public Rack - Morgan St & Madison St",41.88178984,-87.65178053,159,45,28.30
"Dorchester Ave & 49th St",41.805772,-87.592464,1219,345,28.30
"Harper Ave & 59th St",41.78794281287,-87.5883151702,2831,799,28.22
"Dearborn St & Washington St",41.88299,-87.6293,2913,822,28.22
"Commercial Ave & 83rd St",41.744615,-87.551208,156,44,28.21
"Monticello Ave & Irving Park Rd",41.95400483876,-87.7191281797,2096,591,28.20
"Kimbark Ave & 53rd St",41.7994549,-87.5947779,11960,3368,28.16
"Wood St & 35th St",41.83010465416,-87.6702983089,708,199,28.11
"Fairbanks St & Superior St",41.895748,-87.620104,5975,1679,28.10
"Clark St & Bryn Mawr Ave",41.983593,-87.669154,7564,2117,27.99
"Western Ave & Leland Ave",41.96572,-87.68844,5837,1631,27.94
"Clark St & Lake St",41.88602082773,-87.6308760584,17136,4768,27.82
"Rockwell/Irving Park Hub",41.954212,-87.69317,504,140,27.78
"Noble St & Milwaukee Ave",41.9007,-87.662607,7544,2095,27.77
"Lake Park Ave & 53rd St",41.79949429373,-87.5864498959,5881,1631,27.73
"St. Clair St & Erie St 2",41.89445,-87.62268,7385,2047,27.72
"N Shore Channel Trail & Argyle St",41.972177,-87.702749,343,95,27.70
"Dearborn St & Erie St",41.89281,-87.63421,1427,395,27.68
"Public Rack - South Shore Dr & 71st St",41.766206,-87.562789,217,60,27.65
"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,13413,3705,27.62
"Lamon Ave & Belmont Ave",41.93897,-87.74927,203,56,27.59
"Troy St & Elston Ave",41.94524356848,-87.7066499009,2291,632,27.59
"Western Ave & Granville Ave",41.99416136902,-87.689438282,1512,416,27.51
"Wood St & Hubbard St",41.889715,-87.671966,4032,1109,27.50
"Kilbourn Ave & Irving Park Rd",41.953733,-87.740569,619,170,27.46
"Green St & Madison St",41.88185932803823,-87.64926373958588,16669,4578,27.46
"Carpenter St & Fulton St",41.88668,-87.65315,4249,1165,27.42
"Vernon Ave & 79th St",41.75094,-87.61379,124,34,27.42
"Broadway & Berwyn Ave",41.978361,-87.659789,7134,1955,27.40
"Malden St & Wilson Ave",41.96526,-87.66275,3251,890,27.38
"Emerald Ave & 31st St",41.838198,-87.645143,3659,1001,27.36
"Eckhart Park",41.89637337,-87.66098386,6912,1887,27.30
"Larrabee St & Oak St",41.90021949323,-87.6429854676,1056,288,27.27
"Wilton Ave & Diversey Pkwy*",41.932418,-87.652705,2377,648,27.26
"California Ave & 23rd Pl",41.84910969176,-87.6951398068,478,130,27.20
"Drexel Ave & 60th St",41.785861,-87.604553,4500,1224,27.20
"Lincoln Ave & Waveland Ave",41.948797,-87.675278,4183,1137,27.18
"Damen Ave & Sunnyside Ave",41.96325,-87.679258,3958,1075,27.16
"Orleans St & Hubbard St",41.890028,-87.636618,8592,2332,27.14
"Campbell Ave & North Ave",41.910535,-87.689556,5115,1387,27.12
"Southport Ave & Clybourn Ave",41.9207449,-87.6636913,5431,1471,27.09
"Elizabeth St & Fulton St",41.88672,-87.65957,6877,1862,27.08
"Woodlawn Ave & 58th St",41.789381,-87.596479,8536,2310,27.06
"State St & 33rd St",41.834734,-87.625813,3760,1017,27.05
"Clarendon Ave & Gordon Ter",41.95786652415174,-87.64950513839722,12941,3499,27.04
"Wood St & Webster Ave",41.92105672992757,-87.67279744148254,3056,826,27.03
"Orleans St & Elm St",41.902924,-87.637715,5590,1510,27.01
"Franklin St & Adams St ",41.87943409140013,-87.63550400733948,8524,2301,26.99
"Ashland Ave & Chicago Ave",41.89595435734305,-87.6677280664444,6744,1820,26.99
"Ashland Ave & 13th St",41.865234,-87.666507,3451,931,26.98
"Central Park Ave & Ardmore Ave",41.9866081,-87.7187674,420,113,26.90
"Leavitt St & Chicago Ave",41.895501,-87.682017,5153,1383,26.84
"Damen Ave & Chicago Ave Public Rack",41.895809,-87.678519,559,150,26.83
"Public Rack - Clybourn Ave & Dickens Ave",41.91908084,-87.66107185,224,60,26.79
"Warren Park West",42.001785,-87.688829,1065,285,26.76
"Public Rack - Kedzie Ave & Argyle St",41.972097,-87.708572,292,78,26.71
"California Ave & Winona St",41.97471,-87.69786,277,74,26.71
"Ashland Ave & Grace St",41.9525,-87.66929,270,72,26.67
"Kilbourn Ave & Belden Ave",41.922369,-87.739024,469,125,26.65
"Shields Ave & 31st St",41.838464,-87.635406,3020,802,26.56
"Wacker Dr & Randolph St",41.88454,-87.63732,5702,1510,26.48
"Sheridan Rd & Columbia Ave",42.004583,-87.661406,3157,835,26.45
"Central Park Ave & Augusta Blvd",41.89894,-87.71649,155,41,26.45
"Ada St & Washington Blvd",41.88283,-87.661206,6699,1772,26.45
"Rockwell St & Eastwood Ave",41.96590013976,-87.6936384935,3170,838,26.44
"State St & Chicago Ave",41.89661720040753,-87.62857854366302,28613,7564,26.44
"Lincoln Ave & Roscoe St",41.9433502470174,-87.67066776752472,4811,1271,26.42
"Paulina St & Montrose Ave",41.961507,-87.671387,4586,1211,26.41
"Franklin St & Madison St",41.88139,-87.63542,2262,597,26.39
"Blackstone Ave & 59th St",41.787877,-87.590461,9086,2398,26.39
"Halsted St & Roosevelt Rd",41.867324,-87.648625,5925,1563,26.38
"Franklin St & Lake St",41.885837,-87.6355,11843,3118,26.33
"Artesian Ave & Hubbard St",41.8895,-87.688257,5218,1374,26.33
"Sawyer Ave & Irving Park Rd",41.9536,-87.70931,1501,395,26.32
"Ellis Ave & 60th St",41.78509714636,-87.6010727606,16249,4268,26.27
"Lockwood Ave & Wrightwood Ave",41.927766,-87.758544,625,164,26.24
"Daley Center Plaza",41.884241,-87.629634,18660,4892,26.22
"Cicero Ave & Roscoe Ave",41.942427,-87.747315,347,91,26.22
"Calumet Ave & 33rd St",41.83472,-87.61797,2905,758,26.09
"Malcolm X College",41.877618,-87.673895,2074,541,26.08
"Racine Ave & Washington Blvd",41.883073,-87.656952,4722,1227,25.98
"Public Rack - Woodlawn Ave & 63rd St N",41.780621,-87.596033,336,87,25.89
"Cottage Grove Ave & 47th St",41.809855,-87.606755,120,31,25.83
"Ashland Ave & Augusta Blvd",41.89962,-87.66841,6714,1727,25.72
"Racine Ave & Congress Pkwy",41.87464,-87.65703,5641,1449,25.69
"Clinton St & Madison St",41.88166,-87.64115,12871,3305,25.68
"Oglesby Ave & 100th St",41.71339748442245,-87.56584167480469,148,38,25.68
"California Ave & 26th St",41.8436799145765,-87.69496858119965,222,57,25.68
"Winchester (Ravenswood) Ave & Balmoral Ave",41.979762,-87.67753,2045,525,25.67
"Lincoln Ave & Melrose St",41.9406,-87.669435,9971,2558,25.65
"Western Ave & Berteau Ave",41.95774,-87.688273,1752,448,25.57
"LaSalle St & Washington St",41.8832351,-87.6321117,3666,936,25.53
"Kingsbury St & Kinzie St 1",41.88907,-87.63835,13224,3366,25.45
"Maplewood Ave & Peterson Ave",41.99023602867,-87.6933696402,516,131,25.39
"Larrabee St & Menomonee St",41.91468,-87.64332,5472,1387,25.35
"Desplaines St & Jackson Blvd",41.87811890091227,-87.64394760131836,12346,3123,25.30
"Sheffield Ave & Willow St",41.913688,-87.652855,8538,2159,25.29
"Public Rack - Jensen Park",41.964864,-87.720774,182,46,25.27
"Ellis Ave & 55th St",41.79430062054,-87.6014497734,17748,4482,25.25
"Franklin St & Monroe St",41.88031,-87.63518,892,225,25.22
"Washtenaw Ave & Peterson Ave",41.99066,-87.697075,131,33,25.19
"Clinton St & Tilden St",41.875885,-87.640795,6859,1727,25.18
"LaSalle St & Adams St Corral",41.87938,-87.63208,560,141,25.18
"Morgan Ave & 14th Pl",41.862378,-87.651062,4379,1101,25.14
"Virginia Ave & Catalpa Ave",41.9812456,-87.7048924,183,46,25.14
"Sacramento Blvd & Fulton Ave",41.886528,-87.70167,259,65,25.10
"Ravenswood Ave & Berteau Ave",41.957921,-87.673567,4501,1127,25.04
"Kingsbury St & Kinzie St",41.88917683258,-87.6385057718,14973,3742,24.99
"Ogden Ave & Congress Pkwy",41.87501,-87.67328,2817,703,24.96
"LaSalle St & Washington St Corral",41.88288,-87.63251,225,56,24.89
"Kedzie Ave & Bryn Mawr Ave",41.98222975911517,-87.70888656377792,849,211,24.85
"Greenview Ave & Diversey Pkwy",41.93266,-87.66347,141,35,24.82
"Ellis Ave & 53rd St",41.79933626261,-87.6009581145,6348,1575,24.81
"Wood St & Chicago Ave",41.895634,-87.672069,7134,1762,24.70
"Sangamon St & Adams St",41.87909,-87.65128,4448,1098,24.69
"Keystone Ave & Montrose Ave",41.96110801623,-87.7289701012,1083,267,24.65
"Clinton St & Madison St",41.882751965685614,-87.64119029045105,12777,3148,24.64
"Public Rack - Orleans St & Ontario St",41.89306681,-87.63873783,126,31,24.60
"Public Rack - Hoyne Ave & Walton St",41.898502,-87.67952,179,44,24.58
"Halsted St & Melrose St",41.94112,-87.64907,3614,888,24.57
"Kenwood Ave & 57th St",41.79154,-87.59295,2149,528,24.57
"Oak Park & Wellington",41.934586,-87.7959613,114,28,24.56
"Washtenaw Ave & Lawrence Ave",41.9687297,-87.6962603,2765,679,24.56
"Ravenswood Ave & Lawrence Ave",41.968445,-87.674226,18203,4466,24.53
"Western Ave & Gunnison St",41.96966,-87.6895259,1171,287,24.51
"Burling St & Diversey Pkwy",41.93314,-87.64776,10608,2599,24.50
"University Ave & 59th St",41.787878,-87.598906,6402,1567,24.48
"Broadway & Sunnyside Ave",41.963419,-87.656069,6389,1559,24.40
"Clybourn Ave & Division St",41.904613,-87.640552,5965,1452,24.34
"Franklin St & Washington St",41.88318,-87.63511,7963,1937,24.33
"Rhodes Ave & 32nd St",41.836208,-87.613533,2660,647,24.32
"Sheffield Ave & Kingsbury St",41.910522,-87.653106,12659,3076,24.30
"University Ave & 57th St",41.791478,-87.599861,21161,5115,24.17
"Canal St & Lake St",41.88597,-87.63999,5178,1245,24.04
"Francisco Ave & Foster Ave",41.97563272521,-87.7014194389,2493,599,24.03
"Public Rack - Desplaines St & Fulton St",41.8868924,-87.64341688,275,66,24.00
"Wood St & Augusta Blvd",41.899181,-87.6722,6069,1456,23.99
"Larrabee St & Oak St",41.900381,-87.642002,5459,1307,23.94
"Kingsbury St & Erie St",41.8939139,-87.6417358,18875,4494,23.81
"Loomis St & Jackson Blvd",41.877945,-87.662007,4611,1092,23.68
"N Damen Ave & W Chicago Ave",41.895809,-87.678519,530,125,23.58
"N Carpenter St & W Lake St",41.885586,-87.6531893,1447,341,23.57
"Karlov Ave & Armitage Ave",41.91748,-87.728952,924,217,23.48
"Emerald Ave & 28th St",41.84358,-87.645368,1680,393,23.39
"Greenwood Ave & 47th St",41.809835,-87.599383,1859,432,23.24
"Clinton St & Lake St",41.885637,-87.641823,17208,3997,23.23
"Lincoln Ave & Roscoe St*",41.9433502470174,-87.67066776752472,4053,938,23.14
"Larrabee St & Kingsbury St",41.897764,-87.642884,7436,1719,23.12
"Sedgwick St & Huron St",41.894666,-87.638437,12702,2937,23.12
"Lavergne Ave & Lawrence Ave",41.96775,-87.75259,303,70,23.10
"Cottage Grove Ave & 49th St",41.806273,-87.606643,469,108,23.03
"Oakley Ave & Irving Park Rd",41.95434085219,-87.6860796243,2223,512,23.03
"LaSalle St & Calhoun Pl Corral",41.88288,-87.63251,1047,241,23.02
"Dearborn St & Madison St",41.88206,-87.62964,5373,1236,23.00
"May St & Cullerton St",41.855136,-87.654127,2790,641,22.97
"Cherry Ave & Blackhawk St",41.907221,-87.655618,2140,491,22.94
"Public Rack - Trader Joe's Clybourn Ave",41.91467859,-87.6549158,336,77,22.92
"Aberdeen St & Monroe St",41.88014,-87.6547,5195,1185,22.81
"Campbell Ave & Montrose Ave",41.961524,-87.691177,3462,785,22.67
"Canal St & Madison St",41.882409,-87.639767,29196,6581,22.54
"LaSalle St & Calhoun Pl ",41.882664,-87.63253,4383,987,22.52
"Public Rack - Hamlin Ave & Montrose Ave",41.961216,-87.722416,298,67,22.48
"Glenwood Ave & Morse Ave",42.00797192287,-87.6655023944,4598,1032,22.44
"Bosworth Ave & Howard St",42.019537,-87.669563,848,190,22.41
"Richmond St & 59th St",41.78649,-87.69733,143,32,22.38
"Canal St & Adams St",41.879255,-87.639904,18683,4103,21.96
"Halsted St & Polk St",41.87184,-87.64664,9888,2132,21.56
"Monticello Ave & Lawrence Ave",41.96854701272379,-87.71821394221091,723,154,21.30
"Kingsbury St & Kinzie St 2",41.889188,-87.638387,15755,3348,21.25
"Wacker Dr & Washington St Corral",41.88316,-87.63736,1516,320,21.11
"Wacker Dr & Washington St",41.88314336439022,-87.63724207878113,8344,1755,21.03
"St. Clair St & Erie St",41.8944,-87.62286,635,133,20.94
"Paulina St & Flournoy St",41.87306108789792,-87.66913488507271,7390,1547,20.93
"Loomis St & Lexington St",41.87222873224032,-87.66136385500431,13669,2849,20.84
"May St & Taylor St",41.86938,-87.6555,4950,1031,20.83
"Canal St & Monroe St",41.8829056,-87.6397409,9992,2079,20.81
"Clinton St & Jackson Blvd",41.87831661183069,-87.64098107814789,24416,5043,20.65
"Wolcott Ave & Fargo Ave",42.016977,-87.677725,595,121,20.34
"Dearborn St & Adams St",41.87963,-87.62937,582,118,20.27
"LaSalle St & Jackson Blvd",41.878166,-87.631929,12978,2629,20.26
"Kildare Ave & Division St",41.902393,-87.733598,282,57,20.21
"Kilpatrick Ave & Grand Ave",41.912732,-87.743636,305,61,20.00
"Hermitage Ave & Polk St",41.871514,-87.669886,5097,1003,19.68
"Western Ave & Fillmore St",41.868563,-87.686234,2193,430,19.61
"Pulaski Rd & Ann Lurie Pl",41.81644,-87.7248,179,35,19.55
"Franklin St & Adams St Corral",41.87942,-87.63558,1183,230,19.44
"Ellis Ave & 58th St",41.788746,-87.601334,8053,1548,19.22
"Canal St & Jackson Blvd",41.878125,-87.639968,13448,2568,19.10
"Bernard St & Peterson Ave",41.9904393,-87.715236,306,58,18.95
"Franklin St & Monroe St",41.880317,-87.635185,14128,2613,18.50
"Clinton St & Washington Blvd",41.88281,-87.6412,7391,1357,18.36
"Larrabee St & Kingsbury St 1",41.897764,-87.642884,11212,2051,18.29
"California Ave & Granville Ave",41.9941803,-87.6995596,1168,212,18.15
"Clinton St & Washington Blvd 2",41.88338,-87.64117,14654,2638,18.00
"Halsted St & 96th St",41.71971218361882,-87.6430195569992,223,38,17.04
"Wolcott Ave & Polk St",41.871262,-87.673688,7947,1344,16.91
"May St & Taylor St",41.86961,-87.65428,571,96,16.81
"California Ave & 16th St",41.85926,-87.6955,298,50,16.78
"LaSalle St & Jackson Blvd Corral",41.87816,-87.63204,975,162,16.62
"Morgan St & Polk St",41.871737,-87.65103,11588,1914,16.52
"Larrabee St & Kingsbury St 2",41.89758,-87.6429,8097,1317,16.27
"St Louis Ave & Foster Ave",41.9759837,-87.7159844,802,129,16.08
"[Archived] Wilton Ave & Diversey Pkwy",41.932418,-87.652705,170,27,15.88
"Kingsbury St & Kinzie St",41.88907,-87.63835,1489,236,15.85
"Hastings St Depot Public Rack",41.8635164,-87.6797485,152,24,15.79
"Clinton St & Washington Blvd",41.88338,-87.64117,12844,1971,15.35
"Kenneth Ave & Lawrence Ave",41.967943,-87.739983,342,52,15.20
"Ogden Ave & Roosevelt Rd",41.86650148316,-87.68469707,1745,265,15.19
"Wood St & Taylor St (Temp)",41.869265218438194,-87.67373085021973,5269,795,15.09
"St. Louis Ave & Balmoral Ave",41.98039423475,-87.7161149615,1295,190,14.67
"Western Ave & Lunt Ave",42.0085943972,-87.6904922389,1372,197,14.36
"Cottage Grove Ave & 78th St",41.753174,-87.605026,307,43,14.01
"Public Rack - Washtenaw Ave & Devon Ave",41.997764,-87.697221,311,43,13.83
"Public Rack - Drake Ave & Leland Ave",41.9659853,-87.716876,242,27,11.16
"Vernon Ave & 75th St",41.758361,-87.614138,290,32,11.03
"Central Park & Augusta Blvd",41.8989108,-87.7164901,297,32,10.77
"Public Rack - Kedvale Ave & 63rd St W",41.778761,-87.726892,124,12,9.68
"Hastings LWS",41.8635164,-87.6797485,204,19,9.31
"Public Rack - Pulaski Rd & 44th St",41.8129,-87.7225,121,11,9.09
"Hastings St Depot LWS",41.8635164,-87.6797485,101,9,8.91
"Public Rack - Justine St & 87th St",41.736019,-87.66243,176,15,8.52
"Public Rack - Kimball & Ardmore",41.987024,-87.71397,133,11,8.27
"MLK Jr Dr & 83rd St",41.743116,-87.6148,123,10,8.13
"Public Rack - Western Ave & 47th Pl",41.808038,-87.684709,104,7,6.73
"Public Rack - Foster Ave & Drake Ave",41.975563,-87.717352,174,6,3.45
